"year","month","date_of_month","day_of_week","births","weekend"
2007,"March",18,"Sunday",7681,TRUE
2007,"March",19,"Monday",12366,FALSE
2007,"March",20,"Tuesday",13844,FALSE
2007,"March",21,"Wednesday",13710,FALSE
2007,"March",22,"Thursday",13388,FALSE
2007,"March",23,"Friday",13464,FALSE
2007,"March",24,"Saturday",8762,TRUE
2007,"March",25,"Sunday",7785,TRUE
2007,"March",26,"Monday",12462,FALSE
2007,"March",27,"Tuesday",13664,FALSE
2007,"March",28,"Wednesday",13420,FALSE
2007,"March",29,"Thursday",13171,FALSE
2007,"March",30,"Friday",13138,FALSE
2007,"March",31,"Saturday",8453,TRUE
2007,"April",1,"Sunday",7372,TRUE
2007,"April",2,"Monday",12450,FALSE
2007,"April",3,"Tuesday",13504,FALSE
2007,"April",4,"Wednesday",13729,FALSE
2007,"April",5,"Thursday",13360,FALSE
2007,"April",6,"Friday",12308,FALSE
2007,"April",7,"Saturday",8253,TRUE
2007,"April",8,"Sunday",6903,TRUE
2007,"April",9,"Monday",12120,FALSE
2007,"April",10,"Tuesday",13564,FALSE
2007,"April",11,"Wednesday",13430,FALSE
2007,"April",12,"Thursday",13609,FALSE
2007,"April",13,"Friday",12168,FALSE
2007,"April",14,"Saturday",8237,TRUE
2007,"April",15,"Sunday",7225,TRUE
2007,"April",16,"Monday",12502,FALSE
2007,"April",17,"Tuesday",13604,FALSE
2007,"April",18,"Wednesday",13386,FALSE
2007,"April",19,"Thursday",13358,FALSE
2007,"April",20,"Friday",13000,FALSE
2007,"April",21,"Saturday",8302,TRUE
2007,"April",22,"Sunday",7590,TRUE
2007,"April",23,"Monday",12431,FALSE
2007,"April",24,"Tuesday",13519,FALSE
2007,"April",25,"Wednesday",13368,FALSE
2007,"April",26,"Thursday",13001,FALSE
2007,"April",27,"Friday",12795,FALSE
2007,"April",28,"Saturday",8302,TRUE
2007,"April",29,"Sunday",7409,TRUE
2007,"April",30,"Monday",12182,FALSE
2007,"May",1,"Tuesday",13902,FALSE
2007,"May",2,"Wednesday",13325,FALSE
2007,"May",3,"Thursday",13155,FALSE
2007,"May",4,"Friday",12773,FALSE
2007,"May",5,"Saturday",8374,TRUE
2007,"May",6,"Sunday",7476,TRUE
2007,"May",7,"Monday",12250,FALSE
2007,"May",8,"Tuesday",13267,FALSE
2007,"May",9,"Wednesday",13111,FALSE
2007,"May",10,"Thursday",13504,FALSE
2007,"May",11,"Friday",13070,FALSE
2007,"May",12,"Saturday",8489,TRUE
2007,"May",13,"Sunday",7260,TRUE
2007,"May",14,"Monday",12552,FALSE
2007,"May",15,"Tuesday",13995,FALSE
2007,"May",16,"Wednesday",13723,FALSE
2007,"May",17,"Thursday",13408,FALSE
2007,"May",18,"Friday",12782,FALSE
2007,"May",19,"Saturday",8560,TRUE
2007,"May",20,"Sunday",7577,TRUE
2007,"May",21,"Monday",12816,FALSE
2007,"May",22,"Tuesday",14143,FALSE
2007,"May",23,"Wednesday",13906,FALSE
2007,"May",24,"Thursday",14010,FALSE
2007,"May",25,"Friday",13670,FALSE
2007,"May",26,"Saturday",8764,TRUE
2007,"May",27,"Sunday",7607,TRUE
2007,"May",28,"Monday",7917,FALSE
2007,"May",29,"Tuesday",13291,FALSE
2007,"May",30,"Wednesday",14569,FALSE
2007,"May",31,"Thursday",14245,FALSE
2007,"June",1,"Friday",13714,FALSE
2007,"June",2,"Saturday",8977,TRUE
2007,"June",3,"Sunday",7813,TRUE
2007,"June",4,"Monday",12711,FALSE
2007,"June",5,"Tuesday",13848,FALSE
2007,"June",6,"Wednesday",13703,FALSE
2007,"June",7,"Thursday",13674,FALSE
2007,"June",8,"Friday",13595,FALSE
2007,"June",9,"Saturday",8810,TRUE
2007,"June",10,"Sunday",7596,TRUE
2007,"June",11,"Monday",12826,FALSE
2007,"June",12,"Tuesday",13969,FALSE
2007,"June",13,"Wednesday",13534,FALSE
2007,"June",14,"Thursday",14139,FALSE
2007,"June",15,"Friday",13563,FALSE
2007,"June",16,"Saturday",8967,TRUE
2007,"June",17,"Sunday",7837,TRUE
2007,"June",18,"Monday",13178,FALSE
2007,"June",19,"Tuesday",14017,FALSE
2007,"June",20,"Wednesday",13904,FALSE
2007,"June",21,"Thursday",13837,FALSE
2007,"June",22,"Friday",13697,FALSE
2007,"June",23,"Saturday",9105,TRUE
2007,"June",24,"Sunday",7710,TRUE
2007,"June",25,"Monday",12972,FALSE
2007,"June",26,"Tuesday",14395,FALSE
2007,"June",27,"Wednesday",14318,FALSE
2007,"June",28,"Thursday",14224,FALSE
2007,"June",29,"Friday",13837,FALSE
2007,"June",30,"Saturday",9016,TRUE
2007,"July",1,"Sunday",7937,TRUE
2007,"July",2,"Monday",13794,FALSE
2007,"July",3,"Tuesday",14814,FALSE
2007,"July",4,"Wednesday",9746,FALSE
2007,"July",5,"Thursday",13367,FALSE
2007,"July",6,"Friday",14143,FALSE
2007,"July",7,"Saturday",10499,TRUE
2007,"July",8,"Sunday",8322,TRUE
2007,"July",9,"Monday",13473,FALSE
2007,"July",10,"Tuesday",14927,FALSE
2007,"July",11,"Wednesday",14594,FALSE
2007,"July",12,"Thursday",14115,FALSE
2007,"July",13,"Friday",13228,FALSE
2007,"July",14,"Saturday",9327,TRUE
2007,"July",15,"Sunday",7983,TRUE
2007,"July",16,"Monday",13483,FALSE
2007,"July",17,"Tuesday",14828,FALSE
2007,"July",18,"Wednesday",14349,FALSE
2007,"July",19,"Thursday",14169,FALSE
2007,"July",20,"Friday",14070,FALSE
2007,"July",21,"Saturday",9356,TRUE
2007,"July",22,"Sunday",7963,TRUE
2007,"July",23,"Monday",13293,FALSE
2007,"July",24,"Tuesday",14783,FALSE
2007,"July",25,"Wednesday",14510,FALSE
2007,"July",26,"Thursday",14212,FALSE
2007,"July",27,"Friday",14354,FALSE
2007,"July",28,"Saturday",9258,TRUE
2007,"July",29,"Sunday",8116,TRUE
2007,"July",30,"Monday",13439,FALSE
2007,"July",31,"Tuesday",14409,FALSE
2007,"August",1,"Wednesday",14627,FALSE
2007,"August",2,"Thursday",14241,FALSE
2007,"August",3,"Friday",13961,FALSE
2007,"August",4,"Saturday",9083,TRUE
2007,"August",5,"Sunday",8160,TRUE
2007,"August",6,"Monday",13318,FALSE
2007,"August",7,"Tuesday",14670,FALSE
2007,"August",8,"Wednesday",14477,FALSE
2007,"August",9,"Thursday",14314,FALSE
2007,"August",10,"Friday",13836,FALSE
2007,"August",11,"Saturday",9200,TRUE
2007,"August",12,"Sunday",7945,TRUE
2007,"August",13,"Monday",13199,FALSE
2007,"August",14,"Tuesday",14695,FALSE
2007,"August",15,"Wednesday",14629,FALSE
2007,"August",16,"Thursday",14674,FALSE
2007,"August",17,"Friday",14136,FALSE
2007,"August",18,"Saturday",9332,TRUE
2007,"August",19,"Sunday",8115,TRUE
2007,"August",20,"Monday",13496,FALSE
2007,"August",21,"Tuesday",14541,FALSE
2007,"August",22,"Wednesday",14344,FALSE
2007,"August",23,"Thursday",14447,FALSE
2007,"August",24,"Friday",14162,FALSE
2007,"August",25,"Saturday",9234,TRUE
2007,"August",26,"Sunday",8025,TRUE
2007,"August",27,"Monday",13187,FALSE
2007,"August",28,"Tuesday",14959,FALSE
2007,"August",29,"Wednesday",14517,FALSE
2007,"August",30,"Thursday",14668,FALSE
2007,"August",31,"Friday",14163,FALSE
2007,"September",1,"Saturday",9465,TRUE
2007,"September",2,"Sunday",7957,TRUE
2007,"September",3,"Monday",8397,FALSE
2007,"September",4,"Tuesday",13600,FALSE
2007,"September",5,"Wednesday",15440,FALSE
2007,"September",6,"Thursday",15010,FALSE
2007,"September",7,"Friday",14818,FALSE
2007,"September",8,"Saturday",9745,TRUE
2007,"September",9,"Sunday",8389,TRUE
2007,"September",10,"Monday",13844,FALSE
2007,"September",11,"Tuesday",14063,FALSE
2007,"September",12,"Wednesday",14960,FALSE
2007,"September",13,"Thursday",14525,FALSE
2007,"September",14,"Friday",14603,FALSE
2007,"September",15,"Saturday",9807,TRUE
2007,"September",16,"Sunday",8283,TRUE
2007,"September",17,"Monday",13798,FALSE
2007,"September",18,"Tuesday",15194,FALSE
2007,"September",19,"Wednesday",14783,FALSE
2007,"September",20,"Thursday",15139,FALSE
2007,"September",21,"Friday",14473,FALSE
2007,"September",22,"Saturday",9604,TRUE
2007,"September",23,"Sunday",8512,TRUE
2007,"September",24,"Monday",13534,FALSE
2007,"September",25,"Tuesday",14788,FALSE
2007,"September",26,"Wednesday",14417,FALSE
2007,"September",27,"Thursday",14519,FALSE
2007,"September",28,"Friday",13926,FALSE
2007,"September",29,"Saturday",9198,TRUE
2007,"September",30,"Sunday",7983,TRUE
2007,"October",1,"Monday",13244,FALSE
2007,"October",2,"Tuesday",14231,FALSE
2007,"October",3,"Wednesday",14021,FALSE
2007,"October",4,"Thursday",13756,FALSE
2007,"October",5,"Friday",13649,FALSE
2007,"October",6,"Saturday",8901,TRUE
2007,"October",7,"Sunday",7858,TRUE
2007,"October",8,"Monday",12582,FALSE
2007,"October",9,"Tuesday",14033,FALSE
2007,"October",10,"Wednesday",14086,FALSE
2007,"October",11,"Thursday",13580,FALSE
2007,"October",12,"Friday",13400,FALSE
2007,"October",13,"Saturday",8756,TRUE
2007,"October",14,"Sunday",7579,TRUE
2007,"October",15,"Monday",12987,FALSE
2007,"October",16,"Tuesday",14039,FALSE
2007,"October",17,"Wednesday",13783,FALSE
2007,"October",18,"Thursday",13581,FALSE
2007,"October",19,"Friday",13437,FALSE
2007,"October",20,"Saturday",8607,TRUE
2007,"October",21,"Sunday",7723,TRUE
2007,"October",22,"Monday",12730,FALSE
2007,"October",23,"Tuesday",13681,FALSE
2007,"October",24,"Wednesday",13771,FALSE
2007,"October",25,"Thursday",13874,FALSE
2007,"October",26,"Friday",13223,FALSE
2007,"October",27,"Saturday",8806,TRUE
2007,"October",28,"Sunday",7560,TRUE
2007,"October",29,"Monday",12648,FALSE
2007,"October",30,"Tuesday",13389,FALSE
2007,"October",31,"Wednesday",11757,FALSE
2007,"November",1,"Thursday",13926,FALSE
2007,"November",2,"Friday",13803,FALSE
2007,"November",3,"Saturday",8837,TRUE
2007,"November",4,"Sunday",7975,TRUE
2007,"November",5,"Monday",13023,FALSE
2007,"November",6,"Tuesday",14159,FALSE
2007,"November",7,"Wednesday",13905,FALSE
2007,"November",8,"Thursday",13734,FALSE
2007,"November",9,"Friday",13542,FALSE
2007,"November",10,"Saturday",8755,TRUE
2007,"November",11,"Sunday",7920,TRUE
2007,"November",12,"Monday",12746,FALSE
2007,"November",13,"Tuesday",13640,FALSE
2007,"November",14,"Wednesday",13850,FALSE
2007,"November",15,"Thursday",14432,FALSE
2007,"November",16,"Friday",14156,FALSE
2007,"November",17,"Saturday",9123,TRUE
2007,"November",18,"Sunday",7898,TRUE
2007,"November",19,"Monday",13944,FALSE
2007,"November",20,"Tuesday",14808,FALSE
2007,"November",21,"Wednesday",13230,FALSE
2007,"November",22,"Thursday",7567,FALSE
2007,"November",23,"Friday",9598,FALSE
2007,"November",24,"Saturday",8380,TRUE
2007,"November",25,"Sunday",7668,TRUE
2007,"November",26,"Monday",13192,FALSE
2007,"November",27,"Tuesday",14707,FALSE
2007,"November",28,"Wednesday",14030,FALSE
2007,"November",29,"Thursday",13821,FALSE
2007,"November",30,"Friday",12966,FALSE
2007,"December",1,"Saturday",8761,TRUE
2007,"December",2,"Sunday",7676,TRUE
2007,"December",3,"Monday",12581,FALSE
2007,"December",4,"Tuesday",13878,FALSE
2007,"December",5,"Wednesday",13695,FALSE
2007,"December",6,"Thursday",13514,FALSE
2007,"December",7,"Friday",13168,FALSE
2007,"December",8,"Saturday",8676,TRUE
2007,"December",9,"Sunday",7603,TRUE
2007,"December",10,"Monday",12759,FALSE
2007,"December",11,"Tuesday",13962,FALSE
2007,"December",12,"Wednesday",13906,FALSE
2007,"December",13,"Thursday",13418,FALSE
2007,"December",14,"Friday",13267,FALSE
2007,"December",15,"Saturday",8654,TRUE
2007,"December",16,"Sunday",7636,TRUE
2007,"December",17,"Monday",13455,FALSE
2007,"December",18,"Tuesday",14983,FALSE
2007,"December",19,"Wednesday",14941,FALSE
2007,"December",20,"Thursday",15214,FALSE
2007,"December",21,"Friday",14808,FALSE
2007,"December",22,"Saturday",9194,TRUE
2007,"December",23,"Sunday",7398,TRUE
2007,"December",24,"Monday",7727,FALSE
2007,"December",25,"Tuesday",6624,FALSE
2007,"December",26,"Wednesday",12306,FALSE
2007,"December",27,"Thursday",15590,FALSE
2007,"December",28,"Friday",15555,FALSE
2007,"December",29,"Saturday",9961,TRUE
2007,"December",30,"Sunday",8191,TRUE
2007,"December",31,"Monday",11102,FALSE
2008,"January",1,"Tuesday",8014,FALSE
2008,"January",2,"Wednesday",11729,FALSE
2008,"January",3,"Thursday",13691,FALSE
2008,"January",4,"Friday",13799,FALSE
2008,"January",5,"Saturday",9113,TRUE
2008,"January",6,"Sunday",7610,TRUE
2008,"January",7,"Monday",12335,FALSE
2008,"January",8,"Tuesday",13336,FALSE
2008,"January",9,"Wednesday",13022,FALSE
2008,"January",10,"Thursday",13617,FALSE
2008,"January",11,"Friday",13412,FALSE
2008,"January",12,"Saturday",8712,TRUE
2008,"January",13,"Sunday",7407,TRUE
2008,"January",14,"Monday",12566,FALSE
2008,"January",15,"Tuesday",13344,FALSE
2008,"January",16,"Wednesday",13183,FALSE
2008,"January",17,"Thursday",13332,FALSE
2008,"January",18,"Friday",13473,FALSE
2008,"January",19,"Saturday",8480,TRUE
2008,"January",20,"Sunday",7481,TRUE
2008,"January",21,"Monday",11883,FALSE
2008,"January",22,"Tuesday",13297,FALSE
2008,"January",23,"Wednesday",13458,FALSE
2008,"January",24,"Thursday",13485,FALSE
2008,"January",25,"Friday",13305,FALSE
2008,"January",26,"Saturday",8717,TRUE
2008,"January",27,"Sunday",7643,TRUE
2008,"January",28,"Monday",12592,FALSE
2008,"January",29,"Tuesday",13412,FALSE
2008,"January",30,"Wednesday",13233,FALSE
2008,"January",31,"Thursday",13187,FALSE
2008,"February",1,"Friday",13191,FALSE
2008,"February",2,"Saturday",8646,TRUE
2008,"February",3,"Sunday",7616,TRUE
2008,"February",4,"Monday",12592,FALSE
2008,"February",5,"Tuesday",13447,FALSE
2008,"February",6,"Wednesday",13338,FALSE
2008,"February",7,"Thursday",13636,FALSE
2008,"February",8,"Friday",13582,FALSE
2008,"February",9,"Saturday",8862,TRUE
2008,"February",10,"Sunday",7637,TRUE
2008,"February",11,"Monday",12578,FALSE
2008,"February",12,"Tuesday",13867,FALSE
2008,"February",13,"Wednesday",13125,FALSE
2008,"February",14,"Thursday",14207,FALSE
2008,"February",15,"Friday",13696,FALSE
2008,"February",16,"Saturday",8780,TRUE
2008,"February",17,"Sunday",7646,TRUE
2008,"February",18,"Monday",12032,FALSE
2008,"February",19,"Tuesday",13548,FALSE
2008,"February",20,"Wednesday",13418,FALSE
2008,"February",21,"Thursday",13507,FALSE
2008,"February",22,"Friday",13183,FALSE
2008,"February",23,"Saturday",8973,TRUE
2008,"February",24,"Sunday",7505,TRUE
2008,"February",25,"Monday",12621,FALSE
2008,"February",26,"Tuesday",13500,FALSE
2008,"February",27,"Wednesday",13316,FALSE
2008,"February",28,"Thursday",13674,FALSE
2008,"February",29,"Friday",11631,FALSE
2008,"March",1,"Saturday",8832,TRUE
2008,"March",2,"Sunday",7535,TRUE
2008,"March",3,"Monday",12621,FALSE
2008,"March",4,"Tuesday",13622,FALSE
2008,"March",5,"Wednesday",13160,FALSE
2008,"March",6,"Thursday",13279,FALSE
2008,"March",7,"Friday",13104,FALSE
2008,"March",8,"Saturday",8409,TRUE
2008,"March",9,"Sunday",7216,TRUE
2008,"March",10,"Monday",12648,FALSE
2008,"March",11,"Tuesday",13571,FALSE
2008,"March",12,"Wednesday",13353,FALSE
2008,"March",13,"Thursday",13037,FALSE
2008,"March",14,"Friday",13321,FALSE
2008,"March",15,"Saturday",8806,TRUE
2008,"March",16,"Sunday",7626,TRUE
2008,"March",17,"Monday",13006,FALSE
2008,"March",18,"Tuesday",13766,FALSE
2008,"March",19,"Wednesday",13356,FALSE
2008,"March",20,"Thursday",13614,FALSE
2008,"March",21,"Friday",12606,FALSE
2008,"March",22,"Saturday",8477,TRUE
2008,"March",23,"Sunday",7174,TRUE
2008,"March",24,"Monday",12352,FALSE
2008,"March",25,"Tuesday",13572,FALSE
2008,"March",26,"Wednesday",13116,FALSE
2008,"March",27,"Thursday",13224,FALSE
2008,"March",28,"Friday",12886,FALSE
2008,"March",29,"Saturday",8616,TRUE
2008,"March",30,"Sunday",7368,TRUE
2008,"March",31,"Monday",12211,FALSE
2008,"April",1,"Tuesday",12771,FALSE
2008,"April",2,"Wednesday",13491,FALSE
2008,"April",3,"Thursday",13340,FALSE
2008,"April",4,"Friday",13405,FALSE
2008,"April",5,"Saturday",8600,TRUE
2008,"April",6,"Sunday",7606,TRUE
2008,"April",7,"Monday",12312,FALSE
2008,"April",8,"Tuesday",13526,FALSE
2008,"April",9,"Wednesday",13009,FALSE
2008,"April",10,"Thursday",13236,FALSE
2008,"April",11,"Friday",13053,FALSE
2008,"April",12,"Saturday",8531,TRUE
2008,"April",13,"Sunday",7384,TRUE
2008,"April",14,"Monday",12386,FALSE
2008,"April",15,"Tuesday",13274,FALSE
2008,"April",16,"Wednesday",13120,FALSE
2008,"April",17,"Thursday",13164,FALSE
2008,"April",18,"Friday",13090,FALSE
2008,"April",19,"Saturday",8695,TRUE
2008,"April",20,"Sunday",7504,TRUE
2008,"April",21,"Monday",12376,FALSE
2008,"April",22,"Tuesday",13428,FALSE
2008,"April",23,"Wednesday",13284,FALSE
2008,"April",24,"Thursday",13317,FALSE
2008,"April",25,"Friday",12851,FALSE
2008,"April",26,"Saturday",8304,TRUE
2008,"April",27,"Sunday",7439,TRUE
2008,"April",28,"Monday",12325,FALSE
2008,"April",29,"Tuesday",13313,FALSE
2008,"April",30,"Wednesday",13210,FALSE
2008,"May",1,"Thursday",13520,FALSE
2008,"May",2,"Friday",12872,FALSE
2008,"May",3,"Saturday",8329,TRUE
2008,"May",4,"Sunday",7135,TRUE
2008,"May",5,"Monday",12480,FALSE
2008,"May",6,"Tuesday",13416,FALSE
2008,"May",7,"Wednesday",13059,FALSE
2008,"May",8,"Thursday",13387,FALSE
2008,"May",9,"Friday",12934,FALSE
2008,"May",10,"Saturday",8554,TRUE
2008,"May",11,"Sunday",7293,TRUE
2008,"May",12,"Monday",12613,FALSE
2008,"May",13,"Tuesday",13238,FALSE
2008,"May",14,"Wednesday",13405,FALSE
2008,"May",15,"Thursday",13521,FALSE
2008,"May",16,"Friday",13062,FALSE
2008,"May",17,"Saturday",8246,TRUE
2008,"May",18,"Sunday",7573,TRUE
2008,"May",19,"Monday",12614,FALSE
2008,"May",20,"Tuesday",13912,FALSE
2008,"May",21,"Wednesday",13853,FALSE
2008,"May",22,"Thursday",13732,FALSE
2008,"May",23,"Friday",13342,FALSE
2008,"May",24,"Saturday",8529,TRUE
2008,"May",25,"Sunday",7441,TRUE
2008,"May",26,"Monday",7948,FALSE
2008,"May",27,"Tuesday",13181,FALSE
2008,"May",28,"Wednesday",14397,FALSE
2008,"May",29,"Thursday",13783,FALSE
2008,"May",30,"Friday",13602,FALSE
2008,"May",31,"Saturday",8864,TRUE
2008,"June",1,"Sunday",7651,TRUE
2008,"June",2,"Monday",12590,FALSE
2008,"June",3,"Tuesday",13459,FALSE
2008,"June",4,"Wednesday",13597,FALSE
2008,"June",5,"Thursday",13438,FALSE
2008,"June",6,"Friday",13159,FALSE
2008,"June",7,"Saturday",8708,TRUE
2008,"June",8,"Sunday",7727,TRUE
2008,"June",9,"Monday",12450,FALSE
2008,"June",10,"Tuesday",13789,FALSE
2008,"June",11,"Wednesday",13609,FALSE
2008,"June",12,"Thursday",13796,FALSE
2008,"June",13,"Friday",12394,FALSE
2008,"June",14,"Saturday",8603,TRUE
2008,"June",15,"Sunday",7779,TRUE
2008,"June",16,"Monday",12732,FALSE
2008,"June",17,"Tuesday",13756,FALSE
2008,"June",18,"Wednesday",13638,FALSE
2008,"June",19,"Thursday",13452,FALSE
2008,"June",20,"Friday",13403,FALSE
2008,"June",21,"Saturday",8857,TRUE
2008,"June",22,"Sunday",7651,TRUE
2008,"June",23,"Monday",12794,FALSE
2008,"June",24,"Tuesday",13983,FALSE
2008,"June",25,"Wednesday",13728,FALSE
2008,"June",26,"Thursday",13547,FALSE
2008,"June",27,"Friday",13411,FALSE
2008,"June",28,"Saturday",8991,TRUE
2008,"June",29,"Sunday",7840,TRUE
2008,"June",30,"Monday",12898,FALSE
2008,"July",1,"Tuesday",14350,FALSE
2008,"July",2,"Wednesday",14189,FALSE
2008,"July",3,"Thursday",14182,FALSE
2008,"July",4,"Friday",9449,FALSE
2008,"July",5,"Saturday",8061,TRUE
2008,"July",6,"Sunday",7725,TRUE
2008,"July",7,"Monday",13340,FALSE
2008,"July",8,"Tuesday",14771,FALSE
2008,"July",9,"Wednesday",14098,FALSE
2008,"July",10,"Thursday",13952,FALSE
2008,"July",11,"Friday",13697,FALSE
2008,"July",12,"Saturday",9084,TRUE
2008,"July",13,"Sunday",7885,TRUE
2008,"July",14,"Monday",12881,FALSE
2008,"July",15,"Tuesday",14221,FALSE
2008,"July",16,"Wednesday",14016,FALSE
2008,"July",17,"Thursday",13987,FALSE
2008,"July",18,"Friday",13542,FALSE
2008,"July",19,"Saturday",8978,TRUE
2008,"July",20,"Sunday",7999,TRUE
2008,"July",21,"Monday",13053,FALSE
2008,"July",22,"Tuesday",14241,FALSE
2008,"July",23,"Wednesday",13994,FALSE
2008,"July",24,"Thursday",13622,FALSE
2008,"July",25,"Friday",13417,FALSE
2008,"July",26,"Saturday",8898,TRUE
2008,"July",27,"Sunday",7940,TRUE
2008,"July",28,"Monday",13054,FALSE
2008,"July",29,"Tuesday",14259,FALSE
2008,"July",30,"Wednesday",13883,FALSE
2008,"July",31,"Thursday",13939,FALSE
2008,"August",1,"Friday",13684,FALSE
2008,"August",2,"Saturday",9018,TRUE
2008,"August",3,"Sunday",7911,TRUE
2008,"August",4,"Monday",13155,FALSE
2008,"August",5,"Tuesday",13981,FALSE
2008,"August",6,"Wednesday",13800,FALSE
2008,"August",7,"Thursday",13859,FALSE
2008,"August",8,"Friday",15374,FALSE
2008,"August",9,"Saturday",9233,TRUE
2008,"August",10,"Sunday",7951,TRUE
2008,"August",11,"Monday",13186,FALSE
2008,"August",12,"Tuesday",14336,FALSE
2008,"August",13,"Wednesday",13933,FALSE
2008,"August",14,"Thursday",14248,FALSE
2008,"August",15,"Friday",13890,FALSE
2008,"August",16,"Saturday",9180,TRUE
2008,"August",17,"Sunday",7848,TRUE
2008,"August",18,"Monday",13404,FALSE
2008,"August",19,"Tuesday",14348,FALSE
2008,"August",20,"Wednesday",14083,FALSE
2008,"August",21,"Thursday",14010,FALSE
2008,"August",22,"Friday",13923,FALSE
2008,"August",23,"Saturday",8997,TRUE
2008,"August",24,"Sunday",8008,TRUE
2008,"August",25,"Monday",13051,FALSE
2008,"August",26,"Tuesday",14260,FALSE
2008,"August",27,"Wednesday",14213,FALSE
2008,"August",28,"Thursday",14718,FALSE
2008,"August",29,"Friday",14260,FALSE
2008,"August",30,"Saturday",9182,TRUE
2008,"August",31,"Sunday",8002,TRUE
2008,"September",1,"Monday",8105,FALSE
2008,"September",2,"Tuesday",13488,FALSE
2008,"September",3,"Wednesday",14657,FALSE
2008,"September",4,"Thursday",14980,FALSE
2008,"September",5,"Friday",14475,FALSE
2008,"September",6,"Saturday",9450,TRUE
2008,"September",7,"Sunday",8209,TRUE
2008,"September",8,"Monday",13437,FALSE
2008,"September",9,"Tuesday",14567,FALSE
2008,"September",10,"Wednesday",14474,FALSE
2008,"September",11,"Thursday",13391,FALSE
2008,"September",12,"Friday",14312,FALSE
2008,"September",13,"Saturday",9552,TRUE
2008,"September",14,"Sunday",8405,TRUE
2008,"September",15,"Monday",13775,FALSE
2008,"September",16,"Tuesday",14736,FALSE
2008,"September",17,"Wednesday",14316,FALSE
2008,"September",18,"Thursday",14512,FALSE
2008,"September",19,"Friday",14151,FALSE
2008,"September",20,"Saturday",9227,TRUE
2008,"September",21,"Sunday",8183,TRUE
2008,"September",22,"Monday",13246,FALSE
2008,"September",23,"Tuesday",14464,FALSE
2008,"September",24,"Wednesday",14016,FALSE
2008,"September",25,"Thursday",14176,FALSE
2008,"September",26,"Friday",13705,FALSE
2008,"September",27,"Saturday",9168,TRUE
2008,"September",28,"Sunday",7892,TRUE
2008,"September",29,"Monday",12819,FALSE
2008,"September",30,"Tuesday",13737,FALSE
2008,"October",1,"Wednesday",13761,FALSE
2008,"October",2,"Thursday",13742,FALSE
2008,"October",3,"Friday",13189,FALSE
2008,"October",4,"Saturday",8788,TRUE
2008,"October",5,"Sunday",7609,TRUE
2008,"October",6,"Monday",12557,FALSE
2008,"October",7,"Tuesday",13728,FALSE
2008,"October",8,"Wednesday",13499,FALSE
2008,"October",9,"Thursday",13301,FALSE
2008,"October",10,"Friday",13264,FALSE
2008,"October",11,"Saturday",8624,TRUE
2008,"October",12,"Sunday",7590,TRUE
2008,"October",13,"Monday",11616,FALSE
2008,"October",14,"Tuesday",13396,FALSE
2008,"October",15,"Wednesday",13299,FALSE
2008,"October",16,"Thursday",13163,FALSE
2008,"October",17,"Friday",12957,FALSE
2008,"October",18,"Saturday",8373,TRUE
2008,"October",19,"Sunday",7205,TRUE
2008,"October",20,"Monday",12384,FALSE
2008,"October",21,"Tuesday",13478,FALSE
2008,"October",22,"Wednesday",13256,FALSE
2008,"October",23,"Thursday",13239,FALSE
2008,"October",24,"Friday",12872,FALSE
2008,"October",25,"Saturday",8409,TRUE
2008,"October",26,"Sunday",7318,TRUE
2008,"October",27,"Monday",12358,FALSE
2008,"October",28,"Tuesday",13528,FALSE
2008,"October",29,"Wednesday",12954,FALSE
2008,"October",30,"Thursday",12950,FALSE
2008,"October",31,"Friday",11013,FALSE
2008,"November",1,"Saturday",8395,TRUE
2008,"November",2,"Sunday",7807,TRUE
2008,"November",3,"Monday",12887,FALSE
2008,"November",4,"Tuesday",13244,FALSE
2008,"November",5,"Wednesday",13041,FALSE
2008,"November",6,"Thursday",13153,FALSE
2008,"November",7,"Friday",13203,FALSE
2008,"November",8,"Saturday",8538,TRUE
2008,"November",9,"Sunday",7305,TRUE
2008,"November",10,"Monday",12333,FALSE
2008,"November",11,"Tuesday",13323,FALSE
2008,"November",12,"Wednesday",12852,FALSE
2008,"November",13,"Thursday",12541,FALSE
2008,"November",14,"Friday",12824,FALSE
2008,"November",15,"Saturday",8377,TRUE
2008,"November",16,"Sunday",7225,TRUE
2008,"November",17,"Monday",12251,FALSE
2008,"November",18,"Tuesday",13202,FALSE
2008,"November",19,"Wednesday",12874,FALSE
2008,"November",20,"Thursday",13436,FALSE
2008,"November",21,"Friday",13189,FALSE
2008,"November",22,"Saturday",8449,TRUE
2008,"November",23,"Sunday",7301,TRUE
2008,"November",24,"Monday",13493,FALSE
2008,"November",25,"Tuesday",13929,FALSE
2008,"November",26,"Wednesday",12242,FALSE
2008,"November",27,"Thursday",7126,FALSE
2008,"November",28,"Friday",9247,FALSE
2008,"November",29,"Saturday",7803,TRUE
2008,"November",30,"Sunday",7315,TRUE
2008,"December",1,"Monday",13029,FALSE
2008,"December",2,"Tuesday",14138,FALSE
2008,"December",3,"Wednesday",13317,FALSE
2008,"December",4,"Thursday",13250,FALSE
2008,"December",5,"Friday",12734,FALSE
2008,"December",6,"Saturday",8422,TRUE
2008,"December",7,"Sunday",7282,TRUE
2008,"December",8,"Monday",12322,FALSE
2008,"December",9,"Tuesday",13112,FALSE
2008,"December",10,"Wednesday",13113,FALSE
2008,"December",11,"Thursday",12851,FALSE
