"year","month","date_of_month","day_of_week","births","weekend"
2003,"November",26,"Wednesday",12069,FALSE
2003,"November",27,"Thursday",7340,FALSE
2003,"November",28,"Friday",9407,FALSE
2003,"November",29,"Saturday",8043,TRUE
2003,"November",30,"Sunday",7330,TRUE
2003,"December",1,"Monday",12213,FALSE
2003,"December",2,"Tuesday",13454,FALSE
2003,"December",3,"Wednesday",13199,FALSE
2003,"December",4,"Thursday",12631,FALSE
2003,"December",5,"Friday",12180,FALSE
2003,"December",6,"Saturday",8247,TRUE
2003,"December",7,"Sunday",7383,TRUE
2003,"December",8,"Monday",11708,FALSE
2003,"December",9,"Tuesday",13001,FALSE
2003,"December",10,"Wednesday",12739,FALSE
2003,"December",11,"Thursday",12502,FALSE
2003,"December",12,"Friday",12484,FALSE
2003,"December",13,"Saturday",8303,TRUE
2003,"December",14,"Sunday",7462,TRUE
2003,"December",15,"Monday",12319,FALSE
2003,"December",16,"Tuesday",13649,FALSE
2003,"December",17,"Wednesday",13454,FALSE
2003,"December",18,"Thursday",13865,FALSE
2003,"December",19,"Friday",13693,FALSE
2003,"December",20,"Saturday",8953,TRUE
2003,"December",21,"Sunday",7657,TRUE
2003,"December",22,"Monday",13249,FALSE
2003,"December",23,"Tuesday",12939,FALSE
2003,"December",24,"Wednesday",9272,FALSE
2003,"December",25,"Thursday",6744,FALSE
2003,"December",26,"Friday",10431,FALSE
2003,"December",27,"Saturday",8785,TRUE
2003,"December",28,"Sunday",7763,TRUE
2003,"December",29,"Monday",13125,FALSE
2003,"December",30,"Tuesday",14700,FALSE
2003,"December",31,"Wednesday",12540,FALSE
2004,"January",1,"Thursday",8205,FALSE
2004,"January",2,"Friday",10586,FALSE
2004,"January",3,"Saturday",8337,TRUE
2004,"January",4,"Sunday",7359,TRUE
2004,"January",5,"Monday",11489,FALSE
2004,"January",6,"Tuesday",12755,FALSE
2004,"January",7,"Wednesday",12716,FALSE
2004,"January",8,"Thursday",12781,FALSE
2004,"January",9,"Friday",12469,FALSE
2004,"January",10,"Saturday",8337,TRUE
2004,"January",11,"Sunday",7316,TRUE
2004,"January",12,"Monday",11813,FALSE
2004,"January",13,"Tuesday",12639,FALSE
2004,"January",14,"Wednesday",12965,FALSE
2004,"January",15,"Thursday",12837,FALSE
2004,"January",16,"Friday",12424,FALSE
2004,"January",17,"Saturday",8442,TRUE
2004,"January",18,"Sunday",7512,TRUE
2004,"January",19,"Monday",11152,FALSE
2004,"January",20,"Tuesday",12810,FALSE
2004,"January",21,"Wednesday",12753,FALSE
2004,"January",22,"Thursday",12675,FALSE
2004,"January",23,"Friday",12643,FALSE
2004,"January",24,"Saturday",8632,TRUE
2004,"January",25,"Sunday",7556,TRUE
2004,"January",26,"Monday",11611,FALSE
2004,"January",27,"Tuesday",12892,FALSE
2004,"January",28,"Wednesday",12373,FALSE
2004,"January",29,"Thursday",12313,FALSE
2004,"January",30,"Friday",12375,FALSE
2004,"January",31,"Saturday",8310,TRUE
2004,"February",1,"Sunday",7270,TRUE
2004,"February",2,"Monday",11686,FALSE
2004,"February",3,"Tuesday",13211,FALSE
2004,"February",4,"Wednesday",12580,FALSE
2004,"February",5,"Thursday",12572,FALSE
2004,"February",6,"Friday",12371,FALSE
2004,"February",7,"Saturday",8533,TRUE
2004,"February",8,"Sunday",7440,TRUE
2004,"February",9,"Monday",11654,FALSE
2004,"February",10,"Tuesday",13139,FALSE
2004,"February",11,"Wednesday",12966,FALSE
2004,"February",12,"Thursday",12957,FALSE
2004,"February",13,"Friday",11749,FALSE
2004,"February",14,"Saturday",8944,TRUE
2004,"February",15,"Sunday",7603,TRUE
2004,"February",16,"Monday",11280,FALSE
2004,"February",17,"Tuesday",12790,FALSE
2004,"February",18,"Wednesday",12954,FALSE
2004,"February",19,"Thursday",12709,FALSE
2004,"February",20,"Friday",12720,FALSE
2004,"February",21,"Saturday",8481,TRUE
2004,"February",22,"Sunday",7552,TRUE
2004,"February",23,"Monday",11565,FALSE
2004,"February",24,"Tuesday",13009,FALSE
2004,"February",25,"Wednesday",12800,FALSE
2004,"February",26,"Thursday",12621,FALSE
2004,"February",27,"Friday",12403,FALSE
2004,"February",28,"Saturday",8488,TRUE
2004,"February",29,"Sunday",7301,TRUE
2004,"March",1,"Monday",12017,FALSE
2004,"March",2,"Tuesday",12943,FALSE
2004,"March",3,"Wednesday",12696,FALSE
2004,"March",4,"Thursday",12611,FALSE
2004,"March",5,"Friday",12407,FALSE
2004,"March",6,"Saturday",8532,TRUE
2004,"March",7,"Sunday",7304,TRUE
2004,"March",8,"Monday",11816,FALSE
2004,"March",9,"Tuesday",12988,FALSE
2004,"March",10,"Wednesday",12777,FALSE
2004,"March",11,"Thursday",12797,FALSE
2004,"March",12,"Friday",12519,FALSE
2004,"March",13,"Saturday",8398,TRUE
2004,"March",14,"Sunday",7401,TRUE
2004,"March",15,"Monday",11903,FALSE
2004,"March",16,"Tuesday",12873,FALSE
2004,"March",17,"Wednesday",12979,FALSE
2004,"March",18,"Thursday",12710,FALSE
2004,"March",19,"Friday",12480,FALSE
2004,"March",20,"Saturday",8329,TRUE
2004,"March",21,"Sunday",7548,TRUE
2004,"March",22,"Monday",11842,FALSE
2004,"March",23,"Tuesday",12978,FALSE
2004,"March",24,"Wednesday",12765,FALSE
2004,"March",25,"Thursday",12835,FALSE
2004,"March",26,"Friday",12372,FALSE
2004,"March",27,"Saturday",8602,TRUE
2004,"March",28,"Sunday",7549,TRUE
2004,"March",29,"Monday",11788,FALSE
2004,"March",30,"Tuesday",13078,FALSE
2004,"March",31,"Wednesday",12542,FALSE
2004,"April",1,"Thursday",12138,FALSE
2004,"April",2,"Friday",12776,FALSE
2004,"April",3,"Saturday",8479,TRUE
2004,"April",4,"Sunday",7559,TRUE
2004,"April",5,"Monday",12013,FALSE
2004,"April",6,"Tuesday",13122,FALSE
2004,"April",7,"Wednesday",12929,FALSE
2004,"April",8,"Thursday",12836,FALSE
2004,"April",9,"Friday",11695,FALSE
2004,"April",10,"Saturday",8148,TRUE
2004,"April",11,"Sunday",6969,TRUE
2004,"April",12,"Monday",11751,FALSE
2004,"April",13,"Tuesday",12613,FALSE
2004,"April",14,"Wednesday",12732,FALSE
2004,"April",15,"Thursday",12785,FALSE
2004,"April",16,"Friday",12482,FALSE
2004,"April",17,"Saturday",8584,TRUE
2004,"April",18,"Sunday",7447,TRUE
2004,"April",19,"Monday",11792,FALSE
2004,"April",20,"Tuesday",13128,FALSE
2004,"April",21,"Wednesday",12787,FALSE
2004,"April",22,"Thursday",12866,FALSE
2004,"April",23,"Friday",12442,FALSE
2004,"April",24,"Saturday",8595,TRUE
2004,"April",25,"Sunday",7507,TRUE
2004,"April",26,"Monday",12020,FALSE
2004,"April",27,"Tuesday",13147,FALSE
2004,"April",28,"Wednesday",12756,FALSE
2004,"April",29,"Thursday",12617,FALSE
2004,"April",30,"Friday",12364,FALSE
2004,"May",1,"Saturday",8259,TRUE
2004,"May",2,"Sunday",7433,TRUE
2004,"May",3,"Monday",11839,FALSE
2004,"May",4,"Tuesday",12824,FALSE
2004,"May",5,"Wednesday",12852,FALSE
2004,"May",6,"Thursday",12707,FALSE
2004,"May",7,"Friday",12582,FALSE
2004,"May",8,"Saturday",8599,TRUE
2004,"May",9,"Sunday",7380,TRUE
2004,"May",10,"Monday",12243,FALSE
2004,"May",11,"Tuesday",13229,FALSE
2004,"May",12,"Wednesday",12989,FALSE
2004,"May",13,"Thursday",12373,FALSE
2004,"May",14,"Friday",12688,FALSE
2004,"May",15,"Saturday",8498,TRUE
2004,"May",16,"Sunday",7614,TRUE
2004,"May",17,"Monday",12172,FALSE
2004,"May",18,"Tuesday",13294,FALSE
2004,"May",19,"Wednesday",12576,FALSE
2004,"May",20,"Thursday",13036,FALSE
2004,"May",21,"Friday",12625,FALSE
2004,"May",22,"Saturday",8614,TRUE
2004,"May",23,"Sunday",7628,TRUE
2004,"May",24,"Monday",12341,FALSE
2004,"May",25,"Tuesday",13451,FALSE
2004,"May",26,"Wednesday",12891,FALSE
2004,"May",27,"Thursday",13470,FALSE
2004,"May",28,"Friday",12941,FALSE
2004,"May",29,"Saturday",8720,TRUE
2004,"May",30,"Sunday",7511,TRUE
2004,"May",31,"Monday",7869,FALSE
2004,"June",1,"Tuesday",12440,FALSE
2004,"June",2,"Wednesday",13785,FALSE
2004,"June",3,"Thursday",13644,FALSE
2004,"June",4,"Friday",13059,FALSE
2004,"June",5,"Saturday",8706,TRUE
2004,"June",6,"Sunday",7451,TRUE
2004,"June",7,"Monday",12173,FALSE
2004,"June",8,"Tuesday",13339,FALSE
2004,"June",9,"Wednesday",12806,FALSE
2004,"June",10,"Thursday",13141,FALSE
2004,"June",11,"Friday",12691,FALSE
2004,"June",12,"Saturday",8581,TRUE
2004,"June",13,"Sunday",7649,TRUE
2004,"June",14,"Monday",12200,FALSE
2004,"June",15,"Tuesday",13317,FALSE
2004,"June",16,"Wednesday",13141,FALSE
2004,"June",17,"Thursday",13165,FALSE
2004,"June",18,"Friday",12785,FALSE
2004,"June",19,"Saturday",8492,TRUE
2004,"June",20,"Sunday",7629,TRUE
2004,"June",21,"Monday",12093,FALSE
2004,"June",22,"Tuesday",13237,FALSE
2004,"June",23,"Wednesday",13096,FALSE
2004,"June",24,"Thursday",13267,FALSE
2004,"June",25,"Friday",13074,FALSE
2004,"June",26,"Saturday",8786,TRUE
2004,"June",27,"Sunday",7715,TRUE
2004,"June",28,"Monday",12383,FALSE
2004,"June",29,"Tuesday",13587,FALSE
2004,"June",30,"Wednesday",13444,FALSE
2004,"July",1,"Thursday",13887,FALSE
2004,"July",2,"Friday",13271,FALSE
2004,"July",3,"Saturday",8900,TRUE
2004,"July",4,"Sunday",7820,TRUE
2004,"July",5,"Monday",8978,FALSE
2004,"July",6,"Tuesday",13221,FALSE
2004,"July",7,"Wednesday",14496,FALSE
2004,"July",8,"Thursday",14056,FALSE
2004,"July",9,"Friday",13874,FALSE
2004,"July",10,"Saturday",9040,TRUE
2004,"July",11,"Sunday",7862,TRUE
2004,"July",12,"Monday",12621,FALSE
2004,"July",13,"Tuesday",13214,FALSE
2004,"July",14,"Wednesday",13610,FALSE
2004,"July",15,"Thursday",13601,FALSE
2004,"July",16,"Friday",13411,FALSE
2004,"July",17,"Saturday",9067,TRUE
2004,"July",18,"Sunday",7797,TRUE
2004,"July",19,"Monday",12286,FALSE
2004,"July",20,"Tuesday",13804,FALSE
2004,"July",21,"Wednesday",13370,FALSE
2004,"July",22,"Thursday",13574,FALSE
2004,"July",23,"Friday",12974,FALSE
2004,"July",24,"Saturday",9046,TRUE
2004,"July",25,"Sunday",7549,TRUE
2004,"July",26,"Monday",12266,FALSE
2004,"July",27,"Tuesday",13454,FALSE
2004,"July",28,"Wednesday",13258,FALSE
2004,"July",29,"Thursday",13281,FALSE
2004,"July",30,"Friday",12934,FALSE
2004,"July",31,"Saturday",8858,TRUE
2004,"August",1,"Sunday",7837,TRUE
2004,"August",2,"Monday",12428,FALSE
2004,"August",3,"Tuesday",13249,FALSE
2004,"August",4,"Wednesday",13498,FALSE
2004,"August",5,"Thursday",13234,FALSE
2004,"August",6,"Friday",12935,FALSE
2004,"August",7,"Saturday",8860,TRUE
2004,"August",8,"Sunday",7773,TRUE
2004,"August",9,"Monday",12310,FALSE
2004,"August",10,"Tuesday",13571,FALSE
2004,"August",11,"Wednesday",13405,FALSE
2004,"August",12,"Thursday",13448,FALSE
2004,"August",13,"Friday",12275,FALSE
2004,"August",14,"Saturday",8884,TRUE
2004,"August",15,"Sunday",7885,TRUE
2004,"August",16,"Monday",12328,FALSE
2004,"August",17,"Tuesday",13551,FALSE
2004,"August",18,"Wednesday",13274,FALSE
2004,"August",19,"Thursday",13088,FALSE
2004,"August",20,"Friday",13228,FALSE
2004,"August",21,"Saturday",8944,TRUE
2004,"August",22,"Sunday",7950,TRUE
2004,"August",23,"Monday",12285,FALSE
2004,"August",24,"Tuesday",13556,FALSE
2004,"August",25,"Wednesday",13116,FALSE
2004,"August",26,"Thursday",13196,FALSE
2004,"August",27,"Friday",12971,FALSE
2004,"August",28,"Saturday",9049,TRUE
2004,"August",29,"Sunday",7783,TRUE
2004,"August",30,"Monday",12342,FALSE
2004,"August",31,"Tuesday",13582,FALSE
2004,"September",1,"Wednesday",13418,FALSE
2004,"September",2,"Thursday",13539,FALSE
2004,"September",3,"Friday",13245,FALSE
2004,"September",4,"Saturday",8881,TRUE
2004,"September",5,"Sunday",7875,TRUE
2004,"September",6,"Monday",8281,FALSE
2004,"September",7,"Tuesday",12884,FALSE
2004,"September",8,"Wednesday",14492,FALSE
2004,"September",9,"Thursday",14526,FALSE
2004,"September",10,"Friday",14081,FALSE
2004,"September",11,"Saturday",9253,TRUE
2004,"September",12,"Sunday",8281,TRUE
2004,"September",13,"Monday",12644,FALSE
2004,"September",14,"Tuesday",14172,FALSE
2004,"September",15,"Wednesday",13641,FALSE
2004,"September",16,"Thursday",13432,FALSE
2004,"September",17,"Friday",13577,FALSE
2004,"September",18,"Saturday",9387,TRUE
2004,"September",19,"Sunday",8251,TRUE
2004,"September",20,"Monday",12963,FALSE
2004,"September",21,"Tuesday",13932,FALSE
2004,"September",22,"Wednesday",13749,FALSE
2004,"September",23,"Thursday",13969,FALSE
2004,"September",24,"Friday",13722,FALSE
2004,"September",25,"Saturday",9142,TRUE
2004,"September",26,"Sunday",8143,TRUE
2004,"September",27,"Monday",12674,FALSE
2004,"September",28,"Tuesday",13882,FALSE
2004,"September",29,"Wednesday",13416,FALSE
2004,"September",30,"Thursday",13443,FALSE
2004,"October",1,"Friday",13256,FALSE
2004,"October",2,"Saturday",8886,TRUE
2004,"October",3,"Sunday",7719,TRUE
2004,"October",4,"Monday",12591,FALSE
2004,"October",5,"Tuesday",13707,FALSE
2004,"October",6,"Wednesday",13317,FALSE
2004,"October",7,"Thursday",13383,FALSE
2004,"October",8,"Friday",13122,FALSE
2004,"October",9,"Saturday",8716,TRUE
2004,"October",10,"Sunday",7709,TRUE
2004,"October",11,"Monday",11758,FALSE
2004,"October",12,"Tuesday",13405,FALSE
2004,"October",13,"Wednesday",13069,FALSE
2004,"October",14,"Thursday",13259,FALSE
2004,"October",15,"Friday",13111,FALSE
2004,"October",16,"Saturday",8802,TRUE
2004,"October",17,"Sunday",7661,TRUE
2004,"October",18,"Monday",12252,FALSE
2004,"October",19,"Tuesday",13271,FALSE
2004,"October",20,"Wednesday",12967,FALSE
2004,"October",21,"Thursday",12959,FALSE
2004,"October",22,"Friday",12887,FALSE
2004,"October",23,"Saturday",8627,TRUE
2004,"October",24,"Sunday",7699,TRUE
2004,"October",25,"Monday",12341,FALSE
2004,"October",26,"Tuesday",13464,FALSE
2004,"October",27,"Wednesday",13178,FALSE
2004,"October",28,"Thursday",13287,FALSE
2004,"October",29,"Friday",12473,FALSE
2004,"October",30,"Saturday",8616,TRUE
2004,"October",31,"Sunday",7556,TRUE
2004,"November",1,"Monday",12173,FALSE
2004,"November",2,"Tuesday",13212,FALSE
2004,"November",3,"Wednesday",13004,FALSE
2004,"November",4,"Thursday",13075,FALSE
2004,"November",5,"Friday",12900,FALSE
2004,"November",6,"Saturday",8789,TRUE
2004,"November",7,"Sunday",7734,TRUE
2004,"November",8,"Monday",12420,FALSE
2004,"November",9,"Tuesday",13351,FALSE
2004,"November",10,"Wednesday",13017,FALSE
2004,"November",11,"Thursday",12976,FALSE
2004,"November",12,"Friday",12783,FALSE
2004,"November",13,"Saturday",8626,TRUE
2004,"November",14,"Sunday",7503,TRUE
2004,"November",15,"Monday",12293,FALSE
2004,"November",16,"Tuesday",13528,FALSE
2004,"November",17,"Wednesday",13124,FALSE
2004,"November",18,"Thursday",13348,FALSE
2004,"November",19,"Friday",13063,FALSE
2004,"November",20,"Saturday",8694,TRUE
2004,"November",21,"Sunday",7742,TRUE
2004,"November",22,"Monday",13463,FALSE
2004,"November",23,"Tuesday",14238,FALSE
2004,"November",24,"Wednesday",12430,FALSE
2004,"November",25,"Thursday",7614,FALSE
2004,"November",26,"Friday",9370,FALSE
2004,"November",27,"Saturday",8118,TRUE
2004,"November",28,"Sunday",7540,TRUE
2004,"November",29,"Monday",12315,FALSE
2004,"November",30,"Tuesday",13916,FALSE
2004,"December",1,"Wednesday",13385,FALSE
2004,"December",2,"Thursday",12989,FALSE
2004,"December",3,"Friday",12604,FALSE
2004,"December",4,"Saturday",8616,TRUE
2004,"December",5,"Sunday",7606,TRUE
2004,"December",6,"Monday",12054,FALSE
2004,"December",7,"Tuesday",13372,FALSE
2004,"December",8,"Wednesday",13179,FALSE
2004,"December",9,"Thursday",12872,FALSE
2004,"December",10,"Friday",12719,FALSE
2004,"December",11,"Saturday",8550,TRUE
2004,"December",12,"Sunday",7649,TRUE
2004,"December",13,"Monday",11809,FALSE
2004,"December",14,"Tuesday",13360,FALSE
2004,"December",15,"Wednesday",13380,FALSE
2004,"December",16,"Thursday",13418,FALSE
2004,"December",17,"Friday",13090,FALSE
2004,"December",18,"Saturday",8623,TRUE
2004,"December",19,"Sunday",7552,TRUE
2004,"December",20,"Monday",13587,FALSE
2004,"December",21,"Tuesday",14390,FALSE
2004,"December",22,"Wednesday",13006,FALSE
2004,"December",23,"Thursday",11043,FALSE
2004,"December",24,"Friday",7813,FALSE
2004,"December",25,"Saturday",6259,TRUE
2004,"December",26,"Sunday",7087,TRUE
2004,"December",27,"Monday",12276,FALSE
2004,"December",28,"Tuesday",13965,FALSE
2004,"December",29,"Wednesday",13642,FALSE
2004,"December",30,"Thursday",13314,FALSE
2004,"December",31,"Friday",10130,FALSE
2005,"January",1,"Saturday",7317,TRUE
2005,"January",2,"Sunday",6871,TRUE
2005,"January",3,"Monday",11153,FALSE
2005,"January",4,"Tuesday",12644,FALSE
2005,"January",5,"Wednesday",12671,FALSE
2005,"January",6,"Thursday",12733,FALSE
2005,"January",7,"Friday",12581,FALSE
2005,"January",8,"Saturday",8376,TRUE
2005,"January",9,"Sunday",7169,TRUE
2005,"January",10,"Monday",11803,FALSE
2005,"January",11,"Tuesday",12949,FALSE
2005,"January",12,"Wednesday",12842,FALSE
2005,"January",13,"Thursday",12357,FALSE
2005,"January",14,"Friday",12562,FALSE
2005,"January",15,"Saturday",8502,TRUE
2005,"January",16,"Sunday",7192,TRUE
2005,"January",17,"Monday",11059,FALSE
2005,"January",18,"Tuesday",12677,FALSE
2005,"January",19,"Wednesday",12726,FALSE
2005,"January",20,"Thursday",12847,FALSE
2005,"January",21,"Friday",12579,FALSE
2005,"January",22,"Saturday",8255,TRUE
2005,"January",23,"Sunday",7376,TRUE
2005,"January",24,"Monday",11716,FALSE
2005,"January",25,"Tuesday",13295,FALSE
2005,"January",26,"Wednesday",12733,FALSE
2005,"January",27,"Thursday",12680,FALSE
2005,"January",28,"Friday",12578,FALSE
2005,"January",29,"Saturday",8303,TRUE
2005,"January",30,"Sunday",7402,TRUE
2005,"January",31,"Monday",11530,FALSE
2005,"February",1,"Tuesday",13263,FALSE
2005,"February",2,"Wednesday",12966,FALSE
2005,"February",3,"Thursday",12638,FALSE
2005,"February",4,"Friday",12671,FALSE
2005,"February",5,"Saturday",8539,TRUE
2005,"February",6,"Sunday",7432,TRUE
2005,"February",7,"Monday",11867,FALSE
2005,"February",8,"Tuesday",12927,FALSE
2005,"February",9,"Wednesday",12469,FALSE
2005,"February",10,"Thursday",12865,FALSE
2005,"February",11,"Friday",12517,FALSE
2005,"February",12,"Saturday",8462,TRUE
2005,"February",13,"Sunday",7395,TRUE
2005,"February",14,"Monday",12386,FALSE
2005,"February",15,"Tuesday",13378,FALSE
2005,"February",16,"Wednesday",13029,FALSE
2005,"February",17,"Thursday",12718,FALSE
2005,"February",18,"Friday",12589,FALSE
2005,"February",19,"Saturday",8318,TRUE
2005,"February",20,"Sunday",7342,TRUE
2005,"February",21,"Monday",11087,FALSE
2005,"February",22,"Tuesday",12699,FALSE
2005,"February",23,"Wednesday",12685,FALSE
2005,"February",24,"Thursday",12733,FALSE
2005,"February",25,"Friday",12495,FALSE
2005,"February",26,"Saturday",8293,TRUE
2005,"February",27,"Sunday",7449,TRUE
2005,"February",28,"Monday",11678,FALSE
2005,"March",1,"Tuesday",13042,FALSE
2005,"March",2,"Wednesday",12765,FALSE
2005,"March",3,"Thursday",13018,FALSE
2005,"March",4,"Friday",12772,FALSE
2005,"March",5,"Saturday",8499,TRUE
2005,"March",6,"Sunday",7382,TRUE
2005,"March",7,"Monday",11801,FALSE
2005,"March",8,"Tuesday",12969,FALSE
2005,"March",9,"Wednesday",12700,FALSE
2005,"March",10,"Thursday",12920,FALSE
2005,"March",11,"Friday",12777,FALSE
2005,"March",12,"Saturday",8511,TRUE
2005,"March",13,"Sunday",7239,TRUE
2005,"March",14,"Monday",12086,FALSE
2005,"March",15,"Tuesday",13144,FALSE
2005,"March",16,"Wednesday",12718,FALSE
2005,"March",17,"Thursday",13118,FALSE
2005,"March",18,"Friday",12690,FALSE
2005,"March",19,"Saturday",8557,TRUE
2005,"March",20,"Sunday",7454,TRUE
2005,"March",21,"Monday",12108,FALSE
2005,"March",22,"Tuesday",13386,FALSE
2005,"March",23,"Wednesday",12910,FALSE
2005,"March",24,"Thursday",12912,FALSE
2005,"March",25,"Friday",12111,FALSE
2005,"March",26,"Saturday",7980,TRUE
2005,"March",27,"Sunday",6923,TRUE
2005,"March",28,"Monday",11820,FALSE
2005,"March",29,"Tuesday",13028,FALSE
2005,"March",30,"Wednesday",12947,FALSE
2005,"March",31,"Thursday",12834,FALSE
2005,"April",1,"Friday",11760,FALSE
2005,"April",2,"Saturday",8574,TRUE
2005,"April",3,"Sunday",7065,TRUE
2005,"April",4,"Monday",12457,FALSE
2005,"April",5,"Tuesday",13274,FALSE
2005,"April",6,"Wednesday",13200,FALSE
2005,"April",7,"Thursday",12996,FALSE
2005,"April",8,"Friday",12747,FALSE
2005,"April",9,"Saturday",8355,TRUE
2005,"April",10,"Sunday",7443,TRUE
2005,"April",11,"Monday",12143,FALSE
2005,"April",12,"Tuesday",13146,FALSE
2005,"April",13,"Wednesday",12452,FALSE
2005,"April",14,"Thursday",12976,FALSE
2005,"April",15,"Friday",13063,FALSE
2005,"April",16,"Saturday",8291,TRUE
2005,"April",17,"Sunday",7214,TRUE
2005,"April",18,"Monday",12023,FALSE
2005,"April",19,"Tuesday",13197,FALSE
2005,"April",20,"Wednesday",13120,FALSE
2005,"April",21,"Thursday",12978,FALSE
2005,"April",22,"Friday",12543,FALSE
2005,"April",23,"Saturday",8244,TRUE
2005,"April",24,"Sunday",7267,TRUE
2005,"April",25,"Monday",12002,FALSE
2005,"April",26,"Tuesday",13157,FALSE
2005,"April",27,"Wednesday",12929,FALSE
2005,"April",28,"Thursday",12822,FALSE
2005,"April",29,"Friday",12342,FALSE
2005,"April",30,"Saturday",8280,TRUE
2005,"May",1,"Sunday",7230,TRUE
2005,"May",2,"Monday",11980,FALSE
2005,"May",3,"Tuesday",13079,FALSE
2005,"May",4,"Wednesday",12841,FALSE
2005,"May",5,"Thursday",14357,FALSE
2005,"May",6,"Friday",12496,FALSE
2005,"May",7,"Saturday",8204,TRUE
2005,"May",8,"Sunday",7349,TRUE
2005,"May",9,"Monday",12155,FALSE
2005,"May",10,"Tuesday",13299,FALSE
2005,"May",11,"Wednesday",12762,FALSE
2005,"May",12,"Thursday",13251,FALSE
2005,"May",13,"Friday",11803,FALSE
2005,"May",14,"Saturday",8610,TRUE
2005,"May",15,"Sunday",7515,TRUE
2005,"May",16,"Monday",12307,FALSE
2005,"May",17,"Tuesday",13659,FALSE
2005,"May",18,"Wednesday",13378,FALSE
2005,"May",19,"Thursday",13114,FALSE
2005,"May",20,"Friday",13007,FALSE
2005,"May",21,"Saturday",8490,TRUE
2005,"May",22,"Sunday",7386,TRUE
2005,"May",23,"Monday",12445,FALSE
2005,"May",24,"Tuesday",13740,FALSE
2005,"May",25,"Wednesday",13793,FALSE
2005,"May",26,"Thursday",13654,FALSE
2005,"May",27,"Friday",13378,FALSE
2005,"May",28,"Saturday",8688,TRUE
2005,"May",29,"Sunday",7270,TRUE
2005,"May",30,"Monday",7886,FALSE
2005,"May",31,"Tuesday",12610,FALSE
2005,"June",1,"Wednesday",14054,FALSE
2005,"June",2,"Thursday",13666,FALSE
2005,"June",3,"Friday",13483,FALSE
2005,"June",4,"Saturday",8686,TRUE
2005,"June",5,"Sunday",7791,TRUE
2005,"June",6,"Monday",12363,FALSE
2005,"June",7,"Tuesday",13481,FALSE
2005,"June",8,"Wednesday",13138,FALSE
2005,"June",9,"Thursday",13422,FALSE
2005,"June",10,"Friday",13230,FALSE
2005,"June",11,"Saturday",8621,TRUE
2005,"June",12,"Sunday",7487,TRUE
2005,"June",13,"Monday",11843,FALSE
2005,"June",14,"Tuesday",13815,FALSE
2005,"June",15,"Wednesday",13261,FALSE
2005,"June",16,"Thursday",13033,FALSE
2005,"June",17,"Friday",12821,FALSE
2005,"June",18,"Saturday",8573,TRUE
2005,"June",19,"Sunday",7522,TRUE
2005,"June",20,"Monday",12332,FALSE
2005,"June",21,"Tuesday",13439,FALSE
2005,"June",22,"Wednesday",13342,FALSE
2005,"June",23,"Thursday",13458,FALSE
2005,"June",24,"Friday",13032,FALSE
2005,"June",25,"Saturday",8737,TRUE
2005,"June",26,"Sunday",7603,TRUE
2005,"June",27,"Monday",12488,FALSE
2005,"June",28,"Tuesday",13813,FALSE
2005,"June",29,"Wednesday",14039,FALSE
2005,"June",30,"Thursday",14003,FALSE
2005,"July",1,"Friday",13759,FALSE
2005,"July",2,"Saturday",8862,TRUE
2005,"July",3,"Sunday",7668,TRUE
2005,"July",4,"Monday",7733,FALSE
2005,"July",5,"Tuesday",12847,FALSE
2005,"July",6,"Wednesday",14562,FALSE
2005,"July",7,"Thursday",14627,FALSE
2005,"July",8,"Friday",14136,FALSE
2005,"July",9,"Saturday",9189,TRUE
2005,"July",10,"Sunday",7829,TRUE
2005,"July",11,"Monday",12626,FALSE
2005,"July",12,"Tuesday",13884,FALSE
2005,"July",13,"Wednesday",13431,FALSE
2005,"July",14,"Thursday",14038,FALSE
2005,"July",15,"Friday",13685,FALSE
2005,"July",16,"Saturday",9036,TRUE
2005,"July",17,"Sunday",7793,TRUE
2005,"July",18,"Monday",12698,FALSE
2005,"July",19,"Tuesday",13791,FALSE
2005,"July",20,"Wednesday",13603,FALSE
2005,"July",21,"Thursday",13870,FALSE
2005,"July",22,"Friday",13390,FALSE
2005,"July",23,"Saturday",8916,TRUE
2005,"July",24,"Sunday",7762,TRUE
2005,"July",25,"Monday",12651,FALSE
2005,"July",26,"Tuesday",13671,FALSE
2005,"July",27,"Wednesday",13528,FALSE
2005,"July",28,"Thursday",13621,FALSE
2005,"July",29,"Friday",13260,FALSE
2005,"July",30,"Saturday",8987,TRUE
2005,"July",31,"Sunday",7743,TRUE
2005,"August",1,"Monday",12415,FALSE
2005,"August",2,"Tuesday",13730,FALSE
2005,"August",3,"Wednesday",13350,FALSE
2005,"August",4,"Thursday",13511,FALSE
2005,"August",5,"Friday",13413,FALSE
2005,"August",6,"Saturday",8820,TRUE
2005,"August",7,"Sunday",7662,TRUE
2005,"August",8,"Monday",12553,FALSE
2005,"August",9,"Tuesday",13893,FALSE
2005,"August",10,"Wednesday",13593,FALSE
2005,"August",11,"Thursday",14011,FALSE
2005,"August",12,"Friday",13610,FALSE
2005,"August",13,"Saturday",9049,TRUE
2005,"August",14,"Sunday",7867,TRUE
2005,"August",15,"Monday",12740,FALSE
2005,"August",16,"Tuesday",13998,FALSE
2005,"August",17,"Wednesday",13801,FALSE
2005,"August",18,"Thursday",14009,FALSE
2005,"August",19,"Friday",13365,FALSE
2005,"August",20,"Saturday",9118,TRUE
2005,"August",21,"Sunday",7776,TRUE
